"Period","Event Type","Name","Start (mm:ss)","Event Time (mm:ss)","Stop (mm:ss)","Start (ms)","Stop (ms)","Players","Teams","Tags","X Start","Y Start","X End","Y End","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 026","74:51","74:57","75:01","4491648","4501648","#19 Gebala M.","","","0.154","0.763","","","","","","","","","","","","",""
"2","Dribble","Dribble 021","74:49","74:55","74:59","4489928","4499928","#19 Gebala M.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.145","0.785","0.140","0.689","","","","","","","","","","",""
"2","extraction ","extraction  075","74:51","75:01","75:11","4491688","4511688","#8 O. Adawi","","Outcome: recovery","0.472","0.696","","","","","","","","","","","","",""
"2","Pass","Pass 310","74:56","75:02","75:06","4496768","4506768","#8 O. Adawi","","New subcategory 2: success | Outcome: Pass","0.467","0.756","0.623","0.681","","","","","","","","","","",""
"2","Pass","Pass 311","75:01","75:07","75:11","4501088","4511088","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: failed","0.618","0.681","0.348","0.956","","","","","","","","","","",""
"2","P/A","P/A 053","75:12","75:22","75:32","4512608","4532608","","","Outcome: Success | : throw-in","0.277","0.985","0.263","0.844","","","","","","","","","","",""
"2","pressing","pressing 061","75:19","75:29","75:39","4519768","4539768","#10 Talvitie E.","","","0.263","0.400","0.220","0.326","","","","","","","","","","",""
"2","pressing","pressing 062","75:24","75:34","75:44","4524188","4544188","#37 Rajamäki N.","","","0.310","0.074","0.277","0.081","","","","","","","","","","",""
"2","Pass","Pass 312","75:35","75:41","75:45","4535108","4545108","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.339","0.007","0.453","0.052","","","","","","","","","","",""
"2","Pass","Pass 313","75:39","75:45","75:49","4539808","4549808","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.481","0.059","0.382","0.059","","","","","","","","","","",""
"2","Pass","Pass 314","75:40","75:46","75:50","4540268","4550268","#15 laine S.","","Outcome: Through pass | New subcategory 2: failed","0.339","0.059","0.107","0.126","","","","","","","","","","",""
"2","fouls","fouls 009","75:42","75:50","75:56","4542768","4556768","#37 Rajamäki N.","","New subcategory 1: offside | New subcategory 2: no card","0.145","0.126","","","","","","","","","","","","",""
"2","P/A","P/A 054","75:55","76:05","76:15","4555808","4575808","","",": free kick | Outcome: Success","0.097","0.267","0.040","0.467","","","","","","","","","","",""
"2","pressing","pressing 063","75:58","76:08","76:18","4558928","4578928","#10 Talvitie E.","","","0.296","0.296","0.230","0.289","","","","","","","","","","",""
"2","pressing","pressing 064","76:04","76:14","76:24","4564208","4584208","#9 Pinomaa A.","","","0.239","0.481","0.239","0.407","","","","","","","","","","",""
"2","Pass","Pass 315","76:25","76:31","76:35","4585128","4595128","#19 Gebala M.","","Outcome: Throw-in | New subcategory 2: success","0.254","0.978","0.263","0.889","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 027","76:27","76:33","76:37","4587808","4597808","#29 Haapalainen R.","","","0.263","0.859","","","","","","","","","","","","",""
"2","P/A","P/A 055","76:31","76:41","76:51","4591568","4611568","","","Outcome: Failure | : pass","0.382","0.304","0.671","0.126","","","","","","","","","","",""
"2","Pass","Pass 316","76:53","76:59","77:03","4613928","4623928","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.704","0.007","0.595","0.052","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 028","77:01","77:07","77:11","4621488","4631488","#37 Rajamäki N.","","","0.604","0.081","","","","","","","","","","","","",""
"2","fouls","fouls 010","76:59","77:07","77:13","4619888","4633888","#37 Rajamäki N.","","New subcategory 1: Free kick | New subcategory 2: no card","0.590","0.096","","","","","","","","","","","","",""
"2","P/A","P/A 056","77:24","77:34","77:44","4644688","4664688","","","Outcome: Failure | : free kick","0.727","0.185","0.898","0.563","","","","","","","","","","",""
"2","Aerial","Aerial 026","77:29","77:35","77:39","4649508","4659508","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.874","0.393","","","","","","","","","","","","",""
"2","fouls","fouls 011","77:35","77:43","77:49","4655068","4669068","","","New subcategory 1: offside | New subcategory 2: no card","0.884","0.511","","","","","","","","","","","","",""
"2","Pass","Pass 317","77:42","77:48","77:52","4662888","4672888","#30 Lehtinen Lassi","","Outcome: Free kick | New subcategory 2: failed","0.870","0.504","0.467","0.948","","","","","","","","","","",""
"2","P/A","P/A 057","77:52","78:02","78:12","4672628","4692628","","",": throw-in | Outcome: Success","0.429","0.970","0.600","0.911","","","","","","","","","","",""
"2","counter pressing","counter pressing 016","77:54","78:04","78:14","4674648","4694648","#29 Haapalainen R.","","New subcategory 1: success","0.486","0.956","","","","","","","","","","","","",""
"2","Pass","Pass 318","78:00","78:06","78:10","4680828","4690828","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.472","0.800","0.481","0.496","","","","","","","","","","",""
"2","Pass","Pass 319","78:04","78:10","78:14","4684728","4694728","#37 Rajamäki N.","","Outcome: Pass | New subcategory 2: success","0.476","0.615","0.419","0.874","","","","","","","","","","",""
"2","Pass","Pass 320","78:08","78:14","78:18","4688708","4698708","#19 Gebala M.","","Outcome: Pass | New subcategory 2: success","0.448","0.874","0.642","0.844","","","","","","","","","","",""
"2","Pass","Pass 321","78:11","78:17","78:21","4691948","4701948","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.671","0.844","0.737","0.644","","","","","","","","","","",""
"2","Pass","Pass 322","78:15","78:21","78:25","4695568","4705568","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.751","0.659","0.609","0.667","","","","","","","","","","",""
"2","Pass","Pass 323","78:18","78:24","78:28","4698348","4708348","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.571","0.696","0.367","0.763","","","","","","","","","","",""
"2","Pass","Pass 324","78:20","78:26","78:30","4700348","4710348","#19 Gebala M.","","Outcome: Through pass | New subcategory 2: success","0.363","0.867","0.344","0.748","","","","","","","","","","",""
"2","Progressive run","Progressive run 008","78:18","78:28","78:38","4698288","4718288","#29 Haapalainen R.","","","0.306","0.800","0.135","0.726","","","","","","","","","","",""
"2","Dribble","Dribble 022","78:25","78:31","78:35","4705068","4715068","#29 Haapalainen R.","","New subcategory 1: Offensive | New subcategory 3: Success","0.149","0.733","0.149","0.659","","","","","","","","","","",""
"2","Shot","Shot 018","78:24","78:31","78:36","4704728","4716728","#29 Haapalainen R.","","New subcategory 1: Off target | New subcategory 2: open ","0.140","0.711","0.111","0.607","","","","","","","","","","",""
"2","Pass","Pass 325","78:59","79:05","79:09","4739258","4749258","#10 Talvitie E.","","Outcome: Corner | New subcategory 2: success","0.002","0.978","0.055","0.600","","","","","","","","","","",""
"2","Shot","Shot 019","78:58","79:05","79:10","4738433","4750433","#4 Paappanen E.","","New subcategory 1: on target  | New subcategory 2: open ","0.059","0.644","0.017","0.504","","","","","","","","","","",""
"2","Pass","Pass 326","79:02","79:08","79:12","4742633","4752633","#15 laine S.","","Outcome: Cross | New subcategory 2: failed","0.045","0.267","0.069","0.541","","","","","","","","","","",""
"2","counter pressing","counter pressing 017","79:03","79:13","79:23","4743432","4763432","#8 O. Adawi","","New subcategory 1: success","0.287","0.726","","","","","","","","","","","","",""
"2","Pass","Pass 327","79:10","79:16","79:20","4750545","4760545","#19 Gebala M.","","Outcome: Pass | New subcategory 2: success","0.367","0.696","0.372","0.385","","","","","","","","","","",""
"2","Pass","Pass 328","79:13","79:19","79:23","4753582","4763582","#37 Rajamäki N.","","Outcome: Pass | New subcategory 2: success","0.358","0.378","0.268","0.119","","","","","","","","","","",""
"2","Progressive run","Progressive run 009","79:13","79:23","79:33","4753644","4773644","#9 Pinomaa A.","","","0.244","0.074","0.055","0.274","","","","","","","","","","",""
"2","Dribble","Dribble 023","79:19","79:25","79:29","4759124","4769124","#9 Pinomaa A.","","New subcategory 1: Offensive | New subcategory 3: Success","0.168","0.215","0.121","0.222","","","","","","","","","","",""
"2","Dribble","Dribble 024","79:19","79:25","79:29","4759124","4769124","#9 Pinomaa A.","","New subcategory 1: Offensive | New subcategory 3: Success","0.111","0.215","0.073","0.252","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 029","79:21","79:27","79:31","4761404","4771404","#9 Pinomaa A.","","","0.064","0.267","","","","","","","","","","","","",""
"2","Pass","Pass 329","80:17","80:23","80:27","4817564","4827564","#10 Talvitie E.","","Outcome: Corner | New subcategory 2: failed","0.012","0.000","0.040","0.400","","","","","","","","","","",""
"2","Aerial","Aerial 027","80:21","80:27","80:31","4821224","4831224","#15 laine S.","","New subcategory 1: Defensive | New subcategory 2: Success","0.462","0.259","","","","","","","","","","","","",""
"2","Pass","Pass 330","80:35","80:41","80:45","4835844","4845844","#15 laine S.","","","0.694","0.156","0.813","0.348","","","","","","","","","","",""
"2","P/A","P/A 058","80:22","80:32","80:42","4822504","4842504","","","","0.424","0.022","0.628","0.067","","","","","","","","","","",""
"2","extraction ","extraction  076","80:24","80:34","80:44","4824224","4844224","#8 O. Adawi","","Outcome: interception","0.462","0.259","","","","","","","","","","","","",""
"2","Pass","Pass 331","80:29","80:35","80:39","4829024","4839024","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.472","0.244","0.614","0.185","","","","","","","","","","",""
"2","Pass","Pass 332","80:38","80:44","80:48","4838744","4848744","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: failed","0.775","0.459","0.410","0.541","","","","","","","","","","",""
"2","extraction ","extraction  077","80:37","80:47","80:57","4837144","4857144","#29 Haapalainen R.","","Outcome: interception","0.353","0.844","","","","","","","","","","","","",""
"2","Pass","Pass 333","80:43","80:49","80:53","4843664","4853664","#29 Haapalainen R.","","Outcome: Through pass | New subcategory 2: success","0.344","0.844","0.254","0.963","","","","","","","","","","",""
"2","Pass","Pass 334","80:47","80:53","80:57","4847024","4857024","#19 Gebala M.","","Outcome: Cross | New subcategory 2: failed","0.249","0.933","0.073","0.607","","","","","","","","","","",""
"2","P/A","P/A 059","80:57","81:07","81:17","4857384","4877384","","","Outcome: Success | : pass","0.282","0.652","0.600","0.141","","","","","","","","","","",""
"2","Ground","Ground 019","81:05","81:11","81:15","4865104","4875104","#15 laine S.","","New subcategory 1: Defensive | New subcategory 2: Success","0.609","0.126","","","","","","","","","","","","",""
"2","Pass","Pass 335","81:06","81:12","81:16","4866664","4876664","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.637","0.170","0.576","0.311","","","","","","","","","","",""
"2","fouls","fouls 012","81:06","81:14","81:20","4866984","4880984","#15 laine S.","","New subcategory 1: Free kick | New subcategory 2: no card","0.633","0.200","","","","","","","","","","","","",""
"2","Substitution","PlayersSubstitution","81:42","81:42","81:42","4902204","4902204","","EPS","","","","","","","","","","","","","","","",""
"2","Aerial","Aerial 028","81:56","82:02","82:06","4916744","4926744","#24 Asikainen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.855","0.326","","","","","","","","","","","","",""
"2","extraction ","extraction  078","82:02","82:12","82:22","4922304","4942304","#24 Asikainen E.","","Outcome: clearance","0.884","0.081","","","","","","","","","","","","",""
"2","P/A","P/A 060","81:49","81:59","82:09","4909164","4929164","","",": free kick | Outcome: Success","0.642","0.222","0.694","0.059","","","","","","","","","","",""
"2","P/A","P/A 061","81:51","82:01","82:11","4911924","4931924","","",": cross | Outcome: Failure","0.666","0.126","0.870","0.385","","","","","","","","","","",""
"2","P/A","P/A 062","82:07","82:17","82:27","4927144","4947144","","","Outcome: Success | : cross","0.704","0.244","0.841","0.630","","","","","","","","","","",""
"2","Aerial","Aerial 029","82:11","82:17","82:21","4931564","4941564","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Failure","0.818","0.585","","","","","","","","","","","","",""
"2","P/A","P/A 063","82:08","82:18","82:28","4928744","4948744","","","Outcome: Failure | : through pass","0.827","0.607","0.931","0.393","","","","","","","","","","",""
"2","extraction ","extraction  079","82:15","82:25","82:35","4935124","4955124","#30 Lehtinen Lassi","","Outcome: interception","0.941","0.385","","","","","","","","","","","","",""
"2","P/A","P/A 064","82:39","82:49","82:59","4959344","4979344","","","Outcome: Failure | : corner ","0.988","0.007","0.945","0.422","","","","","","","","","","",""
"2","extraction ","extraction  080","82:40","82:50","83:00","4960264","4980264","#9 Pinomaa A.","","Outcome: clearance","0.936","0.363","","","","","","","","","","","","",""
"2","fouls","fouls 013","82:52","83:00","83:06","4972444","4986444","#21 Ljunglin M.","","New subcategory 1: Free kick | New subcategory 2: no card","0.600","0.681","","","","","","","","","","","","",""
"2","P/A","P/A 065","82:54","83:04","83:14","4974984","4994984","","","Outcome: Success | : free kick","0.585","0.674","0.799","0.341","","","","","","","","","","",""
"2","P/A","P/A 066","82:58","83:08","83:18","4978044","4998044","","",": cross | Outcome: Failure","0.808","0.341","0.874","0.600","","","","","","","","","","",""
"2","extraction ","extraction  081","82:59","83:09","83:19","4979184","4999184","#30 Lehtinen Lassi","","Outcome: recovery","0.931","0.681","","","","","","","","","","","","",""
"2","Pass","Pass 336","83:11","83:17","83:21","4991584","5001584","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.874","0.481","0.775","0.163","","","","","","","","","","",""
"2","Pass","Pass 337","83:12","83:18","83:22","4992204","5002204","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.775","0.096","0.813","0.281","","","","","","","","","","",""
"2","Pass","Pass 338","83:19","83:25","83:29","4999924","5009924","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.723","0.244","0.661","0.081","","","","","","","","","","",""
"2","Pass","Pass 339","83:23","83:29","83:33","5003004","5013004","#15 laine S.","","Outcome: progressive  | New subcategory 2: success","0.623","0.111","0.438","0.193","","","","","","","","","","",""
"2","Pass","Pass 340","83:28","83:34","83:38","5008524","5018524","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: success","0.410","0.193","0.609","0.193","","","","","","","","","","",""
"2","Pass","Pass 341","83:38","83:44","83:48","5018964","5028964","#4 Paappanen E.","","Outcome: Throw-in | New subcategory 2: success","0.685","0.237","0.282","0.141","","","","","","","","","","",""
"2","Pass","Pass 342","83:42","83:48","83:52","5022444","5032444","#37 Rajamäki N.","","Outcome: Through pass | New subcategory 2: success","0.216","0.081","0.197","0.289","","","","","","","","","","",""
"2","Pass","Pass 343","83:45","83:51","83:55","5025084","5035084","#21 Ljunglin M.","","Outcome: Cross | New subcategory 2: success","0.069","0.244","0.092","0.481","","","","","","","","","","",""
"2","Shot","Shot 020","83:45","83:52","83:57","5025544","5037544","#10 Talvitie E.","","New subcategory 1: Off target | New subcategory 2: open ","0.107","0.363","0.000","0.363","","","","","","","","","","",""
"2","P/A","P/A 067","84:00","84:10","84:20","5040864","5060864","","",": goal kick | Outcome: Success","0.055","0.481","0.107","0.741","","","","","","","","","","",""
"2","extraction ","extraction  082","84:11","84:21","84:31","5051224","5071224","#4 Paappanen E.","","Outcome: clearance","0.557","0.719","","","","","","","","","","","","",""
"2","Pass","Pass 344","84:18","84:24","84:28","5058404","5068404","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.438","0.667","0.296","0.741","","","","","","","","","","",""
"2","Pass","Pass 345","84:20","84:26","84:30","5060144","5070144","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.301","0.756","0.467","0.807","","","","","","","","","","",""
"2","Pass","Pass 346","84:23","84:29","84:33","5063484","5073484","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.524","0.830","0.581","0.637","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 030","84:28","84:34","84:38","5068684","5078684","#4 Paappanen E.","","","0.467","0.681","","","","","","","","","","","","",""
"2","P/A","P/A 068","84:38","84:48","84:58","5078824","5098824","","","Outcome: Failure | : throw-in","0.429","0.985","0.571","0.896","","","","","","","","","","",""
"2","extraction ","extraction  083","84:48","84:58","85:08","5088384","5108384","#21 Ljunglin M.","","Outcome: interception","0.614","0.267","","","","","","","","","","","","",""
"2","Pass","Pass 347","84:54","85:00","85:04","5094864","5104864","#21 Ljunglin M.","","Outcome: Pass | New subcategory 2: success","0.647","0.356","0.799","0.363","","","","","","","","","","",""
"2","Pass","Pass 348","84:57","85:03","85:07","5097044","5107044","#30 Lehtinen Lassi","","Outcome: progressive  | New subcategory 2: success","0.822","0.378","0.595","0.156","","","","","","","","","","",""
"2","Ground","Ground 020","85:02","85:08","85:12","5102924","5112924","#37 Rajamäki N.","","New subcategory 1: Offensive | New subcategory 2: Failure","0.604","0.141","","","","","","","","","","","","",""
"2","Pass","Pass 349","86:04","86:10","86:14","5164664","5174664","#4 Paappanen E.","","Outcome: Free kick | New subcategory 2: success","0.585","0.170","0.680","0.281","","","","","","","","","","",""
"2","Pass","Pass 350","86:09","86:15","86:19","5169324","5179324","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.699","0.259","0.315","0.074","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 031","86:11","86:17","86:21","5171384","5181384","#37 Rajamäki N.","","","0.353","0.022","","","","","","","","","","","","",""
"2","P/A","P/A 069","86:10","86:20","86:30","5170324","5190324","","","Outcome: Failure | : throw-in","0.419","0.007","0.576","0.059","","","","","","","","","","",""
"2","extraction ","extraction  084","86:11","86:21","86:31","5171904","5191904","#4 Paappanen E.","","Outcome: clearance","0.595","0.081","","","","","","","","","","","","",""
"2","P/A","P/A 070","86:21","86:31","86:41","5181544","5201544","","","Outcome: Success | : throw-in","0.614","0.022","0.618","0.267","","","","","","","","","","",""
"2","extraction ","extraction  085","86:26","86:36","86:46","5186184","5206184","#30 Lehtinen Lassi","","Outcome: recovery","0.884","0.615","","","","","","","","","","","","",""
"2","P/A","P/A 071","86:26","86:36","86:46","5186664","5206664","","",": cross | Outcome: Failure","0.661","0.200","0.893","0.667","","","","","","","","","","",""
"2","Pass","Pass 351","86:40","86:46","86:50","5200684","5210684","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.865","0.474","0.789","0.252","","","","","","","","","","",""
"2","Dribble","Dribble 025","86:42","86:48","86:52","5202924","5212924","#4 Paappanen E.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.756","0.215","0.713","0.215","","","","","","","","","","",""
"2","P/A","P/A 072","86:41","86:51","87:01","5201444","5221444","","","Outcome: Failure | : pass","0.694","0.193","0.936","0.148","","","","","","","","","","",""
"2","pressing","pressing 065","86:43","86:53","87:03","5203524","5223524","#40 Puhakainen L.","","","0.836","0.474","0.846","0.378","","","","","","","","","","",""
"2","Pass","Pass 352","87:04","87:10","87:14","5224584","5234584","#40 Puhakainen L.","","Outcome: goal kick | New subcategory 2: success","0.945","0.607","0.979","0.489","","","","","","","","","","",""
"2","Pass","Pass 353","87:09","87:15","87:19","5229404","5239404","#30 Lehtinen Lassi","","Outcome: progressive  | New subcategory 2: success","0.931","0.415","0.547","0.133","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 032","87:13","87:19","87:23","5233064","5243064","#10 Talvitie E.","","","0.590","0.067","","","","","","","","","","","","",""
"2","Pass","Pass 354","87:23","87:29","87:33","5243984","5253984","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.609","0.030","0.538","0.163","","","","","","","","","","",""
"2","Pass","Pass 355","87:27","87:33","87:37","5247244","5257244","#9 Pinomaa A.","","Outcome: Pass | New subcategory 2: success","0.547","0.067","0.633","0.030","","","","","","","","","","",""
"2","Pass","Pass 356","88:02","88:08","88:12","5282884","5292884","#24 Asikainen E.","","Outcome: Free kick | New subcategory 2: success","0.661","0.119","0.808","0.370","","","","","","","","","","",""
"2","Pass","Pass 357","88:08","88:14","88:18","5288384","5298384","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.832","0.452","0.552","0.785","","","","","","","","","","",""
"2","Pass","Pass 358","88:09","88:15","88:19","5289264","5299264","#21 Ljunglin M.","","Outcome: Pass | New subcategory 2: success","0.552","0.763","0.690","0.763","","","","","","","","","","",""
"2","Pass","Pass 359","88:10","88:16","88:20","5290744","5300744","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.713","0.748","0.609","0.956","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 033","88:12","88:18","88:22","5292264","5302264","#19 Gebala M.","","","0.647","0.948","","","","","","","","","","","","",""
"2","P/A","P/A 073","88:13","88:23","88:33","5293424","5313424","","","Outcome: Success | : throw-in","0.557","0.978","0.623","0.867","","","","","","","","","","",""
"2","Ground","Ground 021","88:24","88:30","88:34","5304224","5314224","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.685","0.941","","","","","","","","","","","","",""
"2","P/A","P/A 074","88:28","88:38","88:48","5308904","5328904","","",": throw-in | Outcome: Success","0.718","0.985","0.609","0.941","","","","","","","","","","",""
"2","P/A","P/A 075","88:33","88:43","88:53","5313624","5333624","","",": pass | Outcome: Success","0.547","0.874","0.656","0.170","","","","","","","","","","",""
"2","P/A","P/A 076","88:36","88:46","88:56","5316304","5336304","","","Outcome: Success | : pass","0.628","0.237","0.742","0.333","","","","","","","","","","",""
"2","P/A","P/A 077","88:37","88:47","88:57","5317024","5337024","","",": through pass | Outcome: Success","0.784","0.385","0.874","0.319","","","","","","","","","","",""
"2","Ground","Ground 022","88:43","88:49","88:53","5323044","5333044","#15 laine S.","","New subcategory 1: Defensive | New subcategory 2: Failure","0.855","0.296","","","","","","","","","","","","",""
"2","Ground","Ground 023","88:45","88:51","88:55","5325484","5335484","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.889","0.289","","","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 034","88:48","88:54","88:58","5328524","5338524","#4 Paappanen E.","","","0.922","0.193","","","","","","","","","","","","",""
"2","P/A","P/A 078","88:46","88:56","89:06","5326784","5346784","","","Outcome: Success | : pass","0.945","0.119","0.822","0.081","","","","","","","","","","",""
"2","P/A","P/A 079","88:46","88:56","89:06","5326784","5346784","","","Outcome: Failure | : cross","0.813","0.059","0.908","0.556","","","","","","","","","","",""
"2","Aerial","Aerial 030","88:52","88:58","89:02","5332804","5342804","#40 Puhakainen L.","","New subcategory 1: Defensive | New subcategory 2: Success","0.879","0.563","","","","","","","","","","","","",""
"2","extraction ","extraction  086","88:52","89:02","89:12","5332444","5352444","#15 laine S.","","Outcome: clearance","0.789","0.319","","","","","","","","","","","","",""
"2","Pass","Pass 360","89:00","89:06","89:10","5340624","5350624","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.590","0.933","0.746","0.896","","","","","","","","","","",""
"2","extraction ","extraction  087","89:01","89:11","89:21","5341224","5361224","#24 Asikainen E.","","Outcome: clearance","0.756","0.844","","","","","","","","","","","","",""
"2","pressing","pressing 066","89:03","89:13","89:23","5343664","5363664","#9 Pinomaa A.","","","0.363","0.467","0.320","0.459","","","","","","","","","","",""
"2","extraction ","extraction  088","89:05","89:15","89:25","5345184","5365184","#9 Pinomaa A.","","Outcome: interception","0.310","0.430","","","","","","","","","","","","",""
"2","counter pressing","counter pressing 018","89:06","89:16","89:26","5346104","5366104","#9 Pinomaa A.","","New subcategory 1: success","0.310","0.459","","","","","","","","","","","","",""
"2","Pass","Pass 361","89:10","89:16","89:20","5350884","5360884","#9 Pinomaa A.","","Outcome: Through pass | New subcategory 2: success","0.310","0.437","0.197","0.274","","","","","","","","","","",""
"2","Pass","Pass 362","89:14","89:20","89:24","5354904","5364904","#37 Rajamäki N.","","Outcome: Cross | New subcategory 2: success","0.116","0.222","0.211","0.563","","","","","","","","","","",""
"2","Shot","Shot 021","89:15","89:22","89:27","5355644","5367644","#24 Asikainen E.","","New subcategory 1: Off target | New subcategory 2: open ","0.244","0.504","0.126","0.474","","","","","","","","","","",""
"2","extraction ","extraction  089","89:14","89:24","89:34","5354904","5374904","#24 Asikainen E.","","Outcome: interception","0.159","0.585","","","","","","","","","","","","",""
"2","Shot","Shot 022","89:18","89:25","89:30","5358704","5370704","#24 Asikainen E.","","New subcategory 1: goal | New subcategory 2: open ","0.168","0.578","0.000","0.444","","","","","","","","","","",""
"2","pressing","pressing 067","90:01","90:11","90:21","5401024","5421024","#9 Pinomaa A.","","","0.500","0.356","0.415","0.341","","","","","","","","","","",""
"2","extraction ","extraction  090","90:06","90:16","90:26","5406944","5426944","#4 Paappanen E.","","Outcome: clearance","0.751","0.356","","","","","","","","","","","","",""
"2","pressing","pressing 068","90:12","90:22","90:32","5412984","5432984","#10 Talvitie E.","","","0.434","0.385","0.405","0.385","","","","","","","","","","",""
"2","pressing","pressing 069","90:21","90:31","90:41","5421944","5441944","#40 Puhakainen L.","","","0.604","0.748","0.656","0.793","","","","","","","","","","",""
"2","Pass","Pass 363","90:42","90:48","90:52","5442044","5452044","#19 Gebala M.","","Outcome: Throw-in | New subcategory 2: success","0.709","0.978","0.604","0.948","","","","","","","","","","",""
"2","Aerial","Aerial 031","90:43","90:49","90:53","5443124","5453124","#29 Haapalainen R.","","New subcategory 1: Defensive | New subcategory 2: Success","0.614","0.941","","","","","","","","","","","","",""
"2","extraction ","extraction  091","90:46","90:56","91:06","5446704","5466704","#29 Haapalainen R.","","Outcome: interception","0.239","0.926","","","","","","","","","","","","",""
"2","pressing","pressing 070","90:46","90:56","91:06","5446384","5466384","#29 Haapalainen R.","","","0.429","0.911","0.377","0.896","","","","","","","","","","",""
"2","Pass","Pass 364","90:52","90:58","91:02","5452484","5462484","#29 Haapalainen R.","","Outcome: Through pass | New subcategory 2: success","0.348","0.881","0.258","0.785","","","","","","","","","","",""
"2","Progressive run","Progressive run 010","90:52","91:02","91:12","5452064","5472064","#9 Pinomaa A.","","","0.320","0.852","0.121","0.778","","","","","","","","","","",""
"2","Pass","Pass 365","90:57","91:03","91:07","5457264","5467264","#9 Pinomaa A.","","Outcome: Cross | New subcategory 2: success","0.154","0.807","0.182","0.622","","","","","","","","","","",""
"2","Dribble","Dribble 026","90:59","91:05","91:09","5459804","5469804","#10 Talvitie E.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.164","0.630","0.130","0.630","","","","","","","","","","",""
"2","extraction ","extraction  092","91:06","91:16","91:26","5466404","5486404","#30 Lehtinen Lassi","","Outcome: recovery","0.855","0.563","","","","","","","","","","","","",""
"2","Pass","Pass 366","91:16","91:22","91:26","5476964","5486964","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.893","0.481","0.699","0.437","","","","","","","","","","",""
"2","Pass","Pass 367","91:17","91:23","91:27","5477764","5487764","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.690","0.437","0.656","0.163","","","","","","","","","","",""
"2","Miscontrol","Miscontrol 035","91:19","91:25","91:29","5479924","5489924","#15 laine S.","","","0.661","0.222","","","","","","","","","","","","",""
"2","P/A","P/A 080","91:25","91:35","91:45","5485464","5505464","","","Outcome: Success | : pass","0.642","0.259","0.818","0.963","","","","","","","","","","",""
"2","pressing","pressing 071","91:29","91:39","91:49","5489344","5509344","#29 Haapalainen R.","","","0.623","0.807","0.666","0.881","","","","","","","","","","",""
"2","extraction ","extraction  093","91:30","91:40","91:50","5490284","5510284","#29 Haapalainen R.","","Outcome: interception","0.680","0.919","","","","","","","","","","","","",""
"2","Pass","Pass 368","91:35","91:41","91:45","5495724","5505724","#29 Haapalainen R.","","Outcome: Pass | New subcategory 2: success","0.723","0.941","0.775","0.874","","","","","","","","","","",""
"2","Pass","Pass 369","91:37","91:43","91:47","5497964","5507964","#19 Gebala M.","","Outcome: Pass | New subcategory 2: success","0.836","0.837","0.723","0.844","","","","","","","","","","",""
"2","Pass","Pass 370","91:38","91:44","91:48","5498384","5508384","#21 Ljunglin M.","","Outcome: Pass | New subcategory 2: success","0.737","0.859","0.746","0.948","","","","","","","","","","",""
