"Period","Event Type","Name","Start (mm:ss)","Event Time (mm:ss)","Stop (mm:ss)","Start (ms)","Stop (ms)","Players","Teams","Tags","X Start","Y Start","X End","Y End","","","","","","","","","","",""
"1","Dribble","Dribble 008","30:34","30:40","30:44","1834387","1844387","#9 Pinomaa A.","","New subcategory 1: Offensive | New subcategory 3: Success","0.017","0.178","0.031","0.252","","","","","","","","","","",""
"1","Pass","Pass 146","30:37","30:43","30:47","1837407","1847407","#9 Pinomaa A.","","Outcome: Cross | New subcategory 2: failed","0.040","0.289","0.083","0.393","","","","","","","","","","",""
"1","Pass","Pass 147","30:38","30:44","30:48","1838327","1848327","#6 Marshall P.","","Outcome: Cross | New subcategory 2: failed","0.121","0.193","0.031","0.733","","","","","","","","","","",""
"1","fouls","fouls 005","30:47","30:55","31:01","1847727","1861727","#29 Haapalainen R.","","New subcategory 1: Free kick | New subcategory 2: no card","0.073","0.941","","","","","","","","","","","","",""
"1","P/A","P/A 024","30:56","31:06","31:16","1856047","1876047","","","Outcome: Success | : free kick","0.164","0.941","0.078","0.778","","","","","","","","","","",""
"1","pressing","pressing 048","30:56","31:06","31:16","1856367","1876367","#9 Pinomaa A.","","","0.130","0.793","0.107","0.711","","","","","","","","","","",""
"1","Aerial","Aerial 015","31:08","31:14","31:18","1868947","1878947","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Failure","0.514","0.467","","","","","","","","","","","","",""
"1","extraction ","extraction  037","31:10","31:20","31:30","1870107","1890107","#40 Puhakainen L.","","Outcome: clearance","0.633","0.496","","","","","","","","","","","","",""
"1","extraction ","extraction  038","31:20","31:30","31:40","1880527","1900527","#20 Ojakangas E.","","Outcome: interception","0.206","0.207","","","","","","","","","","","","",""
"1","fouls","fouls 006","31:27","31:35","31:41","1887747","1901747","#8 O. Adawi","","New subcategory 1: Free kick | New subcategory 2: no card","0.211","0.281","","","","","","","","","","","","",""
"1","P/A","P/A 025","31:37","31:47","31:57","1897187","1917187","","","Outcome: Success | : free kick","0.187","0.311","0.154","0.096","","","","","","","","","","",""
"1","P/A","P/A 026","31:46","31:56","32:06","1906407","1926407","","","Outcome: Failure | : pass","0.453","0.119","0.637","0.030","","","","","","","","","","",""
"1","Pass","Pass 148","31:59","32:05","32:09","1919167","1929167","#6 Marshall P.","","Outcome: Throw-in | New subcategory 2: success","0.604","0.000","0.533","0.133","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 013","32:00","32:06","32:10","1920887","1930887","#8 O. Adawi","","","0.552","0.156","","","","","","","","","","","","",""
"1","Ground","Ground 009","32:03","32:09","32:13","1923967","1933967","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.642","0.200","","","","","","","","","","","","",""
"1","Pass","Pass 149","32:08","32:14","32:18","1928367","1938367","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.633","0.259","0.836","0.393","","","","","","","","","","",""
"1","Pass","Pass 150","32:10","32:16","32:20","1930527","1940527","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.851","0.489","0.770","0.733","","","","","","","","","","",""
"1","Pass","Pass 151","32:16","32:22","32:26","1936447","1946447","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.709","0.681","0.628","0.800","","","","","","","","","","",""
"1","Pass","Pass 152","32:18","32:24","32:28","1938087","1948087","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.618","0.793","0.699","0.696","","","","","","","","","","",""
"1","Pass","Pass 153","32:20","32:26","32:30","1940747","1950747","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.690","0.674","0.633","0.304","","","","","","","","","","",""
"1","Pass","Pass 154","32:25","32:31","32:35","1945367","1955367","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: failed","0.628","0.281","0.363","0.289","","","","","","","","","","",""
"1","counter pressing","counter pressing 008","32:28","32:38","32:48","1948287","1968287","#10 Talvitie E.","","New subcategory 1: failure","0.400","0.348","","","","","","","","","","","","",""
"1","extraction ","extraction  039","32:30","32:40","32:50","1950007","1970007","#30 Lehtinen Lassi","","Outcome: recovery","0.685","0.533","","","","","","","","","","","","",""
"1","Pass","Pass 155","32:36","32:42","32:46","1956227","1966227","#30 Lehtinen Lassi","","Outcome: progressive  | New subcategory 2: success","0.713","0.548","0.524","0.726","","","","","","","","","","",""
"1","Pass","Pass 156","32:40","32:46","32:50","1960887","1970887","#15 laine S.","","Outcome: Through pass | New subcategory 2: success","0.533","0.526","0.017","0.156","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 014","32:46","32:52","32:56","1966847","1976847","#6 Marshall P.","","","0.012","0.126","","","","","","","","","","","","",""
"1","Pass","Pass 157","32:54","33:00","33:04","1974667","1984667","#6 Marshall P.","","Outcome: Throw-in | New subcategory 2: success","0.107","0.015","0.230","0.074","","","","","","","","","","",""
"1","Pass","Pass 158","32:59","33:05","33:09","1979327","1989327","#8 O. Adawi","","New subcategory 2: success | Outcome: progressive ","0.310","0.037","0.107","0.022","","","","","","","","","","",""
"1","Ground","Ground 010","32:59","33:05","33:09","1979667","1989667","#6 Marshall P.","","New subcategory 1: Offensive | New subcategory 2: Success","0.296","0.044","","","","","","","","","","","","",""
"1","Pass","Pass 159","33:03","33:09","33:13","1983907","1993907","#6 Marshall P.","","Outcome: Through pass | New subcategory 2: success","0.168","0.037","0.012","0.185","","","","","","","","","","",""
"1","Pass","Pass 160","33:06","33:12","33:16","1986647","1996647","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.026","0.081","0.126","0.022","","","","","","","","","","",""
"1","Pass","Pass 161","33:08","33:14","33:18","1988147","1998147","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.130","0.015","0.178","0.133","","","","","","","","","","",""
"1","Pass","Pass 162","33:09","33:15","33:19","1989887","1999887","#8 O. Adawi","","Outcome: Through pass | New subcategory 2: success","0.154","0.148","0.036","0.230","","","","","","","","","","",""
"1","Pass","Pass 163","33:12","33:18","33:22","1992227","2002227","#10 Talvitie E.","","Outcome: Cross | New subcategory 2: success","0.026","0.274","0.097","0.474","","","","","","","","","","",""
"1","Shot","Shot 010","33:13","33:20","33:25","1993267","2005267","#29 Haapalainen R.","","New subcategory 1: Off target | New subcategory 2: open ","0.121","0.467","0.000","0.652","","","","","","","","","","",""
"1","P/A","P/A 027","33:28","33:38","33:48","2008007","2028007","","",": goal kick | Outcome: Success","0.036","0.526","0.064","0.348","","","","","","","","","","",""
"1","pressing","pressing 049","33:28","33:38","33:48","2008847","2028847","#20 Ojakangas E.","","","0.154","0.230","0.097","0.289","","","","","","","","","","",""
"1","pressing","pressing 050","33:36","33:46","33:56","2016947","2036947","#6 Marshall P.","","","0.386","0.141","0.453","0.067","","","","","","","","","","",""
"1","Pass","Pass 164","33:48","33:54","33:58","2028507","2038507","#6 Marshall P.","","Outcome: Throw-in | New subcategory 2: success","0.438","0.015","0.367","0.133","","","","","","","","","","",""
"1","Pass","Pass 165","33:56","34:02","34:06","2036987","2046987","#9 Pinomaa A.","","Outcome: Pass | New subcategory 2: success","0.348","0.200","0.424","0.081","","","","","","","","","","",""
"1","Pass","Pass 166","33:58","34:04","34:08","2038887","2048887","#8 O. Adawi","","Outcome: Through pass | New subcategory 2: success","0.434","0.074","0.135","0.074","","","","","","","","","","",""
"1","Dribble","Dribble 009","34:06","34:12","34:16","2046767","2056767","#20 Ojakangas E.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.073","0.133","0.045","0.200","","","","","","","","","","",""
"1","counter pressing","counter pressing 009","34:09","34:19","34:29","2049467","2069467","#24 Asikainen E.","","New subcategory 1: failure","0.291","0.252","","","","","","","","","","","","",""
"1","extraction ","extraction  040","34:10","34:20","34:30","2050387","2070387","#4 Paappanen E.","","Outcome: interception","0.528","0.133","","","","","","","","","","","","",""
"1","Pass","Pass 167","34:16","34:22","34:26","2056807","2066807","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.495","0.148","0.363","0.193","","","","","","","","","","",""
"1","Pass","Pass 168","34:17","34:23","34:27","2057707","2067707","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.367","0.148","0.415","0.267","","","","","","","","","","",""
"1","Pass","Pass 169","34:18","34:24","34:28","2058307","2068307","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.415","0.244","0.320","0.341","","","","","","","","","","",""
"1","Dribble","Dribble 010","34:20","34:26","34:30","2060567","2070567","#10 Talvitie E.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.329","0.326","0.306","0.400","","","","","","","","","","",""
"1","Aerial","Aerial 016","34:24","34:30","34:34","2064907","2074907","#4 Paappanen E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.600","0.348","","","","","","","","","","","","",""
"1","Pass","Pass 170","34:25","34:31","34:35","2065747","2075747","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.628","0.311","0.547","0.452","","","","","","","","","","",""
"1","Pass","Pass 171","34:26","34:32","34:36","2066287","2076287","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.538","0.481","0.628","0.600","","","","","","","","","","",""
"1","Pass","Pass 172","34:28","34:34","34:38","2068747","2078747","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.637","0.600","0.614","0.859","","","","","","","","","","",""
"1","Pass","Pass 173","34:31","34:37","34:41","2071007","2081007","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.618","0.793","0.652","0.622","","","","","","","","","","",""
"1","Pass","Pass 174","34:33","34:39","34:43","2073947","2083947","#40 Puhakainen L.","","Outcome: progressive  | New subcategory 2: success","0.618","0.756","0.386","0.800","","","","","","","","","","",""
"1","Pass","Pass 175","34:40","34:46","34:50","2080067","2090067","#10 Talvitie E.","","Outcome: Through pass | New subcategory 2: failed","0.377","0.822","0.159","0.889","","","","","","","","","","",""
"1","Pass","Pass 176","35:02","35:08","35:12","2102827","2112827","#15 laine S.","","Outcome: Throw-in | New subcategory 2: success","0.130","0.970","0.239","0.919","","","","","","","","","","",""
"1","Pass","Pass 177","35:03","35:09","35:13","2103247","2113247","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: failed","0.220","0.896","0.040","0.926","","","","","","","","","","",""
"1","P/A","P/A 028","35:15","35:25","35:35","2115767","2135767","","",": goal kick | Outcome: Success","0.050","0.511","0.078","0.281","","","","","","","","","","",""
"1","pressing","pressing 051","35:18","35:28","35:38","2118467","2138467","#9 Pinomaa A.","","","0.149","0.593","0.111","0.511","","","","","","","","","","",""
"1","extraction ","extraction  041","35:24","35:34","35:44","2124767","2144767","#24 Asikainen E.","","Outcome: interception","0.415","0.230","","","","","","","","","","","","",""
"1","Pass","Pass 178","35:28","35:34","35:38","2128767","2138767","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.429","0.215","0.377","0.074","","","","","","","","","","",""
"1","Pass","Pass 179","35:29","35:35","35:39","2129887","2139887","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.363","0.052","0.320","0.178","","","","","","","","","","",""
"1","Pass","Pass 180","35:30","35:36","35:40","2130807","2140807","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.334","0.170","0.438","0.193","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 015","35:33","35:39","35:43","2133407","2143407","#24 Asikainen E.","","","0.419","0.289","","","","","","","","","","","","",""
"1","P/A","P/A 029","35:32","35:42","35:52","2132627","2152627","","","Outcome: Success | : pass","0.443","0.304","0.614","0.407","","","","","","","","","","",""
"1","P/A","P/A 030","35:35","35:45","35:55","2135147","2155147","","","Outcome: Failure | : through pass","0.690","0.519","0.780","0.333","","","","","","","","","","",""
"1","extraction ","extraction  042","35:37","35:47","35:57","2137467","2157467","#6 Marshall P.","","Outcome: interception","0.832","0.281","","","","","","","","","","","","",""
"1","extraction ","extraction  043","35:39","35:49","35:59","2139647","2159647","#4 Paappanen E.","","Outcome: clearance","0.860","0.356","","","","","","","","","","","","",""
"1","extraction ","extraction  044","35:46","35:56","36:06","2146087","2166087","#8 O. Adawi","","Outcome: interception","0.609","0.267","","","","","","","","","","","","",""
"1","Pass","Pass 181","35:50","35:56","36:00","2150967","2160967","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.590","0.267","0.410","0.326","","","","","","","","","","",""
"1","Pass","Pass 182","35:52","35:58","36:02","2152927","2162927","#9 Pinomaa A.","","Outcome: Pass | New subcategory 2: success","0.424","0.304","0.571","0.237","","","","","","","","","","",""
"1","Pass","Pass 183","36:06","36:12","36:16","2166287","2176287","#24 Asikainen E.","","New subcategory 2: success | Outcome: Free kick","0.476","0.237","0.377","0.111","","","","","","","","","","",""
"1","Pass","Pass 184","36:09","36:15","36:19","2169307","2179307","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.358","0.148","0.225","0.067","","","","","","","","","","",""
"1","Pass","Pass 185","36:14","36:20","36:24","2174547","2184547","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.239","0.141","0.329","0.059","","","","","","","","","","",""
"1","Pass","Pass 186","36:17","36:23","36:27","2177287","2187287","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.320","0.074","0.168","0.059","","","","","","","","","","",""
"1","Pass","Pass 187","36:19","36:25","36:29","2179127","2189127","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.216","0.059","0.192","0.156","","","","","","","","","","",""
"1","Pass","Pass 188","36:22","36:28","36:32","2182847","2192847","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: success","0.225","0.133","0.277","0.296","","","","","","","","","","",""
"1","Pass","Pass 189","36:25","36:31","36:35","2185947","2195947","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.282","0.326","0.268","0.563","","","","","","","","","","",""
"1","Pass","Pass 190","36:27","36:33","36:37","2187887","2197887","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.268","0.681","0.168","0.896","","","","","","","","","","",""
"1","Dribble","Dribble 011","36:34","36:40","36:44","2194007","2204007","#29 Haapalainen R.","","New subcategory 1: Offensive | New subcategory 3: Success","0.159","0.941","0.097","0.889","","","","","","","","","","",""
"1","Shot","Shot 011","36:36","36:43","36:48","2196927","2208927","#29 Haapalainen R.","","New subcategory 1: Off target | New subcategory 2: open ","0.045","0.674","0.021","0.363","","","","","","","","","","",""
"1","Progressive run","Progressive run 003","36:31","36:41","36:51","2191067","2211067","#29 Haapalainen R.","","","0.107","0.911","0.026","0.733","","","","","","","","","","",""
"1","Pass","Pass 191","37:10","37:16","37:20","2230227","2240227","#10 Talvitie E.","","Outcome: Corner | New subcategory 2: failed","0.012","0.015","0.097","0.496","","","","","","","","","","",""
"1","pressing","pressing 052","37:10","37:20","37:30","2230107","2250107","#29 Haapalainen R.","","","0.154","0.689","0.173","0.770","","","","","","","","","","",""
"1","P/A","P/A 031","37:14","37:24","37:34","2234007","2254007","","","Outcome: Success | : through pass","0.182","0.948","0.528","0.896","","","","","","","","","","",""
"1","extraction ","extraction  045","37:20","37:30","37:40","2240967","2260967","#6 Marshall P.","","Outcome: recovery","0.628","0.363","","","","","","","","","","","","",""
"1","Pass","Pass 192","37:25","37:31","37:35","2245927","2255927","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.637","0.400","0.528","0.244","","","","","","","","","","",""
"1","Pass","Pass 193","37:29","37:35","37:39","2249747","2259747","#20 Ojakangas E.","","Outcome: Through pass | New subcategory 2: failed","0.424","0.222","0.211","0.496","","","","","","","","","","",""
"1","pressing","pressing 053","37:30","37:40","37:50","2250667","2270667","#9 Pinomaa A.","","","0.235","0.600","0.235","0.519","","","","","","","","","","",""
"1","Pass","Pass 194","37:54","38:00","38:04","2274967","2284967","#6 Marshall P.","","Outcome: Throw-in | New subcategory 2: success","0.415","0.015","0.476","0.141","","","","","","","","","","",""
"1","Pass","Pass 195","37:54","38:00","38:04","2274967","2284967","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.457","0.119","0.410","0.030","","","","","","","","","","",""
"1","Pass","Pass 196","37:56","38:02","38:06","2276227","2286227","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.434","0.022","0.476","0.119","","","","","","","","","","",""
"1","Pass","Pass 197","37:58","38:04","38:08","2278747","2288747","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.453","0.111","0.391","0.037","","","","","","","","","","",""
"1","Pass","Pass 198","38:01","38:07","38:11","2281847","2291847","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.410","0.037","0.457","0.133","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 016","38:07","38:13","38:17","2287687","2297687","#8 O. Adawi","","","0.386","0.111","","","","","","","","","","","","",""
"1","Dribble","Dribble 012","38:07","38:13","38:17","2287687","2297687","#8 O. Adawi","","New subcategory 1: Offensive | New subcategory 3: Success","0.462","0.096","0.400","0.111","","","","","","","","","","",""
"1","P/A","P/A 032","38:11","38:21","38:31","2291907","2311907","","","Outcome: Failure | : throw-in","0.472","0.022","0.623","0.119","","","","","","","","","","",""
"1","Pass","Pass 199","38:19","38:25","38:29","2299527","2309527","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.704","0.259","0.671","0.607","","","","","","","","","","",""
"1","Pass","Pass 200","38:26","38:32","38:36","2306587","2316587","#15 laine S.","","Outcome: Through pass | New subcategory 2: success","0.443","0.859","0.149","0.733","","","","","","","","","","",""
"1","extraction ","extraction  046","38:27","38:37","38:47","2307767","2327767","#29 Haapalainen R.","","Outcome: interception","0.083","0.919","","","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 017","38:33","38:39","38:43","2313727","2323727","#29 Haapalainen R.","","","0.116","0.889","","","","","","","","","","","","",""
"1","extraction ","extraction  047","38:33","38:43","38:53","2313007","2333007","#40 Puhakainen L.","","Outcome: recovery","0.462","0.830","","","","","","","","","","","","",""
"1","Pass","Pass 201","38:37","38:43","38:47","2317187","2327187","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.457","0.874","0.344","0.948","","","","","","","","","","",""
"1","Pass","Pass 202","38:39","38:45","38:49","2319647","2329647","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.367","0.933","0.453","0.881","","","","","","","","","","",""
"1","Pass","Pass 203","38:41","38:47","38:51","2321367","2331367","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.457","0.844","0.339","0.904","","","","","","","","","","",""
"1","Pass","Pass 204","38:45","38:51","38:55","2325507","2335507","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.358","0.904","0.472","0.837","","","","","","","","","","",""
"1","Pass","Pass 205","38:47","38:53","38:57","2327727","2337727","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.528","0.815","0.538","0.437","","","","","","","","","","",""
"1","Pass","Pass 206","38:50","38:56","39:00","2330367","2340367","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.528","0.481","0.642","0.526","","","","","","","","","","",""
"1","Pass","Pass 207","38:53","38:59","39:03","2333447","2343447","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.671","0.548","0.642","0.822","","","","","","","","","","",""
"1","Pass","Pass 208","38:56","39:02","39:06","2336287","2346287","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.614","0.800","0.438","0.800","","","","","","","","","","",""
"1","Pass","Pass 209","38:58","39:04","39:08","2338027","2348027","#29 Haapalainen R.","","Outcome: Through pass | New subcategory 2: success","0.358","0.763","0.149","0.911","","","","","","","","","","",""
"1","Dribble","Dribble 013","39:00","39:06","39:10","2340627","2350627","#15 laine S.","","New subcategory 1: Offensive | New subcategory 3: Success","0.187","0.852","0.192","0.793","","","","","","","","","","",""
"1","Dribble","Dribble 014","39:02","39:08","39:12","2342227","2352227","#15 laine S.","","New subcategory 1: Offensive | New subcategory 3: Success","0.187","0.711","0.192","0.652","","","","","","","","","","",""
"1","Pass","Pass 210","39:03","39:09","39:13","2343847","2353847","#15 laine S.","","Outcome: Pass | New subcategory 2: success","0.201","0.541","0.182","0.637","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 018","39:07","39:13","39:17","2347107","2357107","#24 Asikainen E.","","","0.182","0.607","","","","","","","","","","","","",""
"1","fouls","fouls 007","39:09","39:17","39:23","2349707","2363707","#8 O. Adawi","","New subcategory 1: Free kick | New subcategory 2: no card","0.424","0.533","","","","","","","","","","","","",""
"1","Progressive run","Progressive run 004","38:58","39:08","39:18","2338427","2358427","#15 laine S.","","","0.187","0.904","0.173","0.622","","","","","","","","","","",""
"1","P/A","P/A 033","39:21","39:31","39:41","2361227","2381227","","","Outcome: Success | : free kick","0.405","0.496","0.699","0.119","","","","","","","","","","",""
"1","Dribble","Dribble 015","39:28","39:34","39:38","2368567","2378567","#6 Marshall P.","","New subcategory 1: Defensive | New subcategory 3: Success","0.917","0.156","0.941","0.207","","","","","","","","","","",""
"1","Pass","Pass 211","39:29","39:35","39:39","2369867","2379867","#6 Marshall P.","","Outcome: Pass | New subcategory 2: success","0.936","0.141","0.917","0.296","","","","","","","","","","",""
"1","extraction ","extraction  048","39:25","39:35","39:45","2365867","2385867","#4 Paappanen E.","","Outcome: clearance","0.936","0.296","","","","","","","","","","","","",""
"1","Ground","Ground 011","39:33","39:39","39:43","2373467","2383467","#10 Talvitie E.","","New subcategory 1: Defensive | New subcategory 2: Success","0.595","0.156","","","","","","","","","","","","",""
"1","P/A","P/A 034","39:33","39:43","39:53","2373487","2393487","","","Outcome: Success | : pass","0.405","0.022","0.566","0.052","","","","","","","","","","",""
"1","P/A","P/A 035","39:38","39:48","39:58","2378907","2398907","","","Outcome: Failure | : pass","0.547","0.148","0.713","0.704","","","","","","","","","","",""
"1","Aerial","Aerial 017","39:42","39:48","39:52","2382907","2392907","#15 laine S.","","New subcategory 1: Defensive | New subcategory 2: Success","0.704","0.763","","","","","","","","","","","","",""
"1","fouls","fouls 008","39:47","39:55","40:01","2387407","2401407","","","New subcategory 1: offside | New subcategory 2: no card","0.704","0.815","","","","","","","","","","","","",""
"1","Pass","Pass 212","39:58","40:04","40:08","2398407","2408407","#40 Puhakainen L.","","Outcome: Free kick | New subcategory 2: success","0.590","0.785","0.685","0.674","","","","","","","","","","",""
"1","Pass","Pass 213","40:08","40:14","40:18","2408587","2418587","#30 Lehtinen Lassi","","Outcome: Cross | New subcategory 2: success","0.661","0.585","0.600","0.837","","","","","","","","","","",""
"1","Pass","Pass 214","40:12","40:18","40:22","2412727","2422727","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.509","0.859","0.590","0.719","","","","","","","","","","",""
"1","Pass","Pass 215","40:16","40:22","40:26","2416947","2426947","#24 Asikainen E.","","Outcome: progressive  | New subcategory 2: success","0.585","0.726","0.410","0.748","","","","","","","","","","",""
"1","Miscontrol","Miscontrol 019","40:19","40:25","40:29","2419647","2429647","#10 Talvitie E.","","","0.382","0.778","","","","","","","","","","","","",""
"1","pressing","pressing 054","40:19","40:29","40:39","2419847","2439847","#8 O. Adawi","","","0.481","0.674","0.424","0.659","","","","","","","","","","",""
"1","extraction ","extraction  049","40:24","40:34","40:44","2424847","2444847","#30 Lehtinen Lassi","","Outcome: recovery","0.855","0.274","","","","","","","","","","","","",""
"1","Pass","Pass 216","40:34","40:40","40:44","2434567","2444567","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.836","0.422","0.770","0.763","","","","","","","","","","",""
"1","Pass","Pass 217","40:40","40:46","40:50","2440947","2450947","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.704","0.770","0.780","0.541","","","","","","","","","","",""
"1","Pass","Pass 218","40:46","40:52","40:56","2446787","2456787","#30 Lehtinen Lassi","","Outcome: Pass | New subcategory 2: success","0.718","0.533","0.581","0.830","","","","","","","","","","",""
"1","Pass","Pass 219","40:50","40:56","41:00","2450107","2460107","#8 O. Adawi","","Outcome: Pass | New subcategory 2: success","0.557","0.844","0.656","0.689","","","","","","","","","","",""
"1","Pass","Pass 220","40:52","40:58","41:02","2452567","2462567","#40 Puhakainen L.","","Outcome: Pass | New subcategory 2: success","0.652","0.659","0.656","0.281","","","","","","","","","","",""
"1","Pass","Pass 221","40:57","41:03","41:07","2457007","2467007","#4 Paappanen E.","","Outcome: Pass | New subcategory 2: success","0.614","0.311","0.438","0.037","","","","","","","","","","",""
"1","Dribble","Dribble 016","41:01","41:07","41:11","2461767","2471767","#6 Marshall P.","","New subcategory 1: Offensive | New subcategory 3: Failure","0.273","0.089","0.225","0.126","","","","","","","","","","",""
"1","Pass","Pass 222","41:08","41:14","41:18","2468847","2478847","#6 Marshall P.","","Outcome: Throw-in | New subcategory 2: success","0.225","0.022","0.268","0.104","","","","","","","","","","",""
"1","Pass","Pass 223","41:11","41:17","41:21","2471547","2481547","#20 Ojakangas E.","","Outcome: Pass | New subcategory 2: failed","0.291","0.178","0.216","0.267","","","","","","","","","","",""
"1","extraction ","extraction  050","41:10","41:20","41:30","2470507","2490507","#6 Marshall P.","","Outcome: interception","0.296","0.156","","","","","","","","","","","","",""
"1","counter pressing","counter pressing 010","41:10","41:20","41:30","2470507","2490507","#6 Marshall P.","","New subcategory 1: success","0.282","0.148","","","","","","","","","","","","",""
"1","Pass","Pass 224","41:16","41:22","41:26","2476667","2486667","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.367","0.133","0.268","0.089","","","","","","","","","","",""
"1","Pass","Pass 225","41:19","41:25","41:29","2479167","2489167","#6 Marshall P.","","Outcome: Through pass | New subcategory 2: success","0.287","0.059","0.107","0.081","","","","","","","","","","",""
"1","Pass","Pass 226","41:26","41:32","41:36","2486427","2496427","#20 Ojakangas E.","","Outcome: Cross | New subcategory 2: failed","0.055","0.148","0.088","0.304","","","","","","","","","","",""
"1","Pass","Pass 227","41:48","41:54","41:58","2508767","2518767","#10 Talvitie E.","","Outcome: Corner | New subcategory 2: success","0.012","0.007","0.040","0.119","","","","","","","","","","",""
"1","Pass","Pass 228","41:50","41:56","42:00","2510027","2520027","#24 Asikainen E.","","Outcome: Pass | New subcategory 2: success","0.026","0.119","0.097","0.067","","","","","","","","","","",""
"1","Pass","Pass 229","41:51","41:57","42:01","2511547","2521547","#10 Talvitie E.","","Outcome: Pass | New subcategory 2: success","0.121","0.044","0.206","0.119","","","","","","","","","","",""
"1","Pass","Pass 230","41:52","41:58","42:02","2512567","2522567","#20 Ojakangas E.","","Outcome: Cross | New subcategory 2: failed","0.230","0.141","0.097","0.615","","","","","","","","","","",""
"1","Shot","Shot 012","41:56","42:03","42:08","2516247","2528247","#29 Haapalainen R.","","New subcategory 1: on target  | New subcategory 2: open ","0.092","0.644","0.017","0.556","","","","","","","","","","",""
"1","Pass","Pass 231","41:59","42:05","42:09","2519707","2529707","#29 Haapalainen R.","","New subcategory 2: success | Outcome: assist","0.059","0.652","0.069","0.459","","","","","","","","","","",""
"1","Shot","Shot 013","41:59","42:06","42:11","2519507","2531507","#9 Pinomaa A.","","New subcategory 1: goal | New subcategory 2: open ","0.078","0.563","0.000","0.541","","","","","","","","","","",""
"1","extraction ","extraction  051","42:48","42:58","43:08","2568507","2588507","#40 Puhakainen L.","","Outcome: clearance","0.761","0.667","","","","","","","","","","","","",""
"1","extraction ","extraction  052","42:52","43:02","43:12","2572367","2592367","#24 Asikainen E.","","Outcome: interception","0.685","0.600","","","","","","","","","","","","",""
"1","extraction ","extraction  053","42:52","43:02","43:12","2572667","2592667","#4 Paappanen E.","","Outcome: clearance","0.765","0.600","","","","","","","","","","","","",""
"1","Aerial","Aerial 018","42:59","43:05","43:09","2579887","2589887","#10 Talvitie E.","","New subcategory 1: Offensive | New subcategory 2: Success","0.543","0.281","","","","","","","","","","","","",""
